FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total transactions,total bitcoin sent,total bitcoin received,total bitcoin balance
0,0,4277.02,8554.05,0,2,1,8.353539,4.67677,0,0,0,2,0,9.3535392,9.3535392
0,13.12,633.82,217031.22,310,336,0.001,16.945,8.470262,0.98808,35.16458,9.179748,646,2845.72201,2846.008051,0.286041
0,169.95,503.4,1499314.62,10,2975,0.100496,38,0.389833,0.001,500,90.803071,2985,908.0307109,1159.752649,251.7219384
0,0,1417.28,226764.5,0,160,0,6.878947,2.698728,0,0,0,161,0,431.7965326,431.7965326
0,163.77,0,327.55,2,1,101,101,101,0.9,100.099016,50.499508,3,100.9990158,101,0.000984218
0,0,10645.46,883573.28,0,83,0.017321,3.010853,1.160579,0,0,0,83,0,96.32809722,96.32809722
0,158.38,0,316.77,2,1,101,101,101,0.5,100.499016,50.499508,3,100.9990158,101,0.000984218
0,0,0,4.57,1,1,3,3,3,2.999114,2.999114,2.999114,2,2.9991143,3,0.0008857
0,400.18,74002.41,224408.28,6,3,0.004,1.987607,0.667202,0,1.987166,0.332397,9,1.99438218,2.00160718,0.007225
0,0,1710.44,200121.58,0,117,0,0.558817,0.234012,0,0,0,118,0,27.3794163,27.3794163
0,4.85,1934.32,56172.72,16,29,0.99895,61.52035,14.173466,0.998509,61.51993,25.688867,45,411.0218759,411.0305058,0.008629937
0,17394.78,2256.01,566310.25,31,12,0.01,50,5.711798,0,45,3.368607,43,104.4268166,68.541578,-35.88523855
0,19.44,611.66,787740.48,1192,1250,0.068074,1.471812,0.226579,0.123614,3.248774,0.236855,2442,282.3306521,283.2238002,0.893148121
0,0,458.6,193529.65,0,422,0,25.602279,3.951115,0,0,0,423,0,1667.370629,1667.370629
0,0,0,3441.02,1,1,10.999528,10.999528,10.999528,10.999087,10.999087,10.999087,2,10.99908737,10.99952837,0.000441
0,64.77,3414.8,1446335.35,398,416,0.100017,3.19269,0.442701,0.03319,3.192263,0.462303,814,183.9966397,184.1635526,0.166912899
0,0,37793.24,226759.43,0,6,0,51.61,9.585267,0,0,0,7,0,57.5116,57.5116
0,0,30225.65,60451.3,0,2,0,10.9061,5.45305,0,0,0,3,0,10.9061,10.9061
0,0,2699.48,226756.72,0,84,0,1.214625,0.831353,0,0,0,85,0,69.83363361,69.83363361
0,29.23,10817.12,368776,34,34,0.06403,1.944371,0.899813,0.053663,1.943783,0.898257,68,30.54072226,30.59365247,0.05293021
0,548.16,51391.17,383309.13,43,7,0,53,19.371429,0,62.1,4.511186,50,193.981,135.6,-58.381
0,6.39,2420.56,14555.3,5,6,0.002521,2,1.126851,0.774912,1.99981,1.349168,11,6.74583872,6.761104446,0.015265726
0,0,8716.3,418382.27,0,48,0,2.564,0.664612,0,0,0,49,0,31.90138727,31.90138727
0,116.8,2382.91,1052563.37,341,425,0.054883,0.662486,0.133489,0.05444,5.072837,0.16605,766,56.62310727,56.73268615,0.109578884
0,2467.73,14030.77,1036656.18,96,57,0.302203,450,37.561772,0,420,27.971667,153,2685.280002,2141.021012,-544.2589907
0,147390.99,0,294781.98,2,1,0.515639,0.515639,0.515639,0.022101,0.053908,0.038005,3,0.076009175,0.515639,0.439629825
0,0,2043.05,226778.2,0,111,0,1.368344,0.45167,0,0,0,112,0,50.13541416,50.13541416
0,3.84,19698.93,551677.55,28,28,0.031255,101.3728,21.630639,0.024204,101.371766,21.628789,56,605.6061021,605.65788,0.051777925
0,0,0,0,0,1,0.127808,0.127808,0.127808,0,0,0,1,0,0.12780791,0.12780791
0,20.42,0,61.25,3,1,101,101,101,0.869555,68.68011,33.666149,4,100.998446,101,0.001554
0,17.9,51.84,278.95,4,4,0.146232,0.6,0.332791,0.142979,0.599173,0.331395,8,1.32558105,1.3311625,0.00558145
0,0,0,17.43,1,1,22,22,22,21.99938,21.99938,21.99938,2,21.99938,22,0.00062
0,108.49,0.03,325.85,3,11,2.045681,11.960806,9.181818,1,75.468909,33.666157,14,100.9984698,101,0.001530218
0,2.16,3713.95,11148.32,3,3,0.377281,39.995,15.399114,0.376861,39.99458,15.398694,6,46.19608321,46.19734321,0.00126
0,541.67,350.13,6975.78,9,6,0.015,1.100845,0.6655,0,1.122223,0.443097,15,3.98787622,3.993001398,0.005125177
0,163.95,0,327.9,2,2,43.629402,57.370598,50.5,0.025852,100.973164,50.499508,4,100.9990158,101,0.000984218
0,0,28420.52,198943.63,0,7,0,5.940245,2.652576,0,0,0,8,0,18.56802891,18.56802891
0,0,0,187.08,1,1,4.980117,4.980117,4.980117,4.977917,4.977917,4.977917,2,4.97791731,4.98011731,0.0022
0,1.79,26332.21,553014.08,21,21,0.476512,10,2.974771,0.476302,9.99916,2.973931,42,62.45255943,62.47019943,0.01764
0,0,0,4.98,1,1,0.016,0.016,0.016,0.015528,0.015528,0.015528,2,0.015528341,0.016,0.000471659
0,108.48,0.84,327.13,3,2,32.720317,68.279683,50.5,0.05,76.989257,33.666179,5,100.9985356,101,0.001464437
0,221.96,12327.37,288412.62,22,23,0.096149,4.466433,1.114152,0.99797,4.465742,1.163969,45,25.60731109,25.62549122,0.018180129
0,5.87,0.16,17.93,3,2,903.920605,1097.079395,1000.5,0.002521,1632.155618,666.999528,5,2000.998585,2001,0.001414909
0,0,0,3.05,1,1,0.5,0.5,0.5,0.499528,0.499528,0.499528,2,0.499528364,0.5,0.000471636
0,164.17,0.06,328.45,2,2,31.674275,69.325725,50.5,0.941855,100.057119,50.499487,4,100.9989738,101,0.001026218
0,19.76,0,59.28,3,1,101,101,101,0.222,68.722894,33.666149,4,100.998446,101,0.001554
0,1221.32,34190.91,288183.13,12,8,0.000396,0.06551,0.026686,0,0.07,0.016978,20,0.203740991,0.21348911,0.009748119
0,0,2556.91,291488.27,0,114,0,1.496444,0.715576,0,0,0,115,0,81.57567274,81.57567274
0,376.52,367.38,1485077.22,256,3780,0.000182,6.569587,1.297702,0,460.46743,19.174111,4036,4908.572513,4905.314436,-3.258076437
0,1.09,0,3.27,3,2,512.188659,1488.811341,1000.5,2.695185,1486.592905,666.999528,5,2000.998585,2001,0.001414909
0,11710.91,61415.52,579289.53,18,6,0.01,8.9765,1.666379,0,8.97,1.079604,24,19.43286853,9.99827255,-9.434595975
0,5780.61,5257.66,1073242.28,132,59,0.030443,82.972,14.946234,0,250,6.869317,191,906.7498285,881.8277885,-24.92204001
0,2.85,4599.4,115056.05,25,25,0.090055,1.272747,0.514319,0.089635,1.272327,0.513899,50,12.84746991,12.85796991,0.010500002
0,21.99,0,65.97,3,1,101,101,101,1,86.179626,33.666149,4,100.998446,101,0.001554
0,0,0,2348.17,1,1,12.168132,12.168132,12.168132,12.167512,12.167512,12.167512,2,12.16751229,12.16813229,0.00062
0,3474.06,0,13896.23,4,1,3.895,3.895,3.895,0.3,1.593236,0.973309,5,3.893236,3.895,0.001764
0,9.68,430.59,690594.6,1551,1569,0.100128,29.150847,1.31401,0.097674,35.722347,1.328316,3120,2060.217365,2061.682073,1.46470851
0,0,6.42,64170.72,0,9999,0,0.1,2.20E-05,0,0,0,10000,0,0.22022,0.22022
0,0,202.04,487533.1,0,2413,0,0.1336,0.000233,0,0,0,2414,0,0.561999904,0.561999904
0,1.3,0,2.6,2,1,1488.581321,1488.581321,1488.581321,10.010404,1478.569974,744.290189,3,1488.580378,1488.581321,0.000943273
0,17.45,951.43,824190.18,396,859,0.111204,13.043238,1.139343,0.542127,13.041978,2.470682,1255,978.3900993,978.6954103,0.305311008
0,3.5,177.42,361.83,2,2,0.737947,2.8,1.768974,0.737475,2.79952,1.768498,4,3.536995011,3.537947035,0.000952024
0,0,0,170.7,1,1,0.340895,0.340895,0.340895,0.338695,0.338695,0.338695,2,0.33869467,0.34089467,0.0022
0,0,29587.85,118351.4,0,4,4.4284,45.596542,15.003736,0,0,0,5,0,60.01494234,60.01494234
0,6.25,10957.6,43855.38,4,4,1.5,7,4.625,1.499559,6.999496,4.624542,8,18.4981674,18.5,0.001832602
0,11843.86,1895.54,948005.52,73,44,0.010692,26.649733,5.479898,0,29.805769,3.301976,117,241.0442213,241.115529,0.071307628
0,5.11,119962.09,719803.22,6,6,0.443,9,2.997236,0.441541,8.99958,2.988306,12,17.9298332,17.98341566,0.053582461
0,441.59,2653.46,521138.28,411,128,0.99,377,24.704295,0,199,7.692353,539,3161.556986,3162.149763,0.592776838
0,0,1563.95,226773.38,0,145,0,0.614282,0.283983,0,0,0,146,0,41.1776069,41.1776069
0,4408.87,576.34,224627.27,15,275,0.200209,24.063401,0.449574,1,25,8.24,290,123.6,123.632982,0.03298202
0,79.38,0.3,318.1,4,2,18.026097,82.973903,50.5,0.1,52.336593,25.249508,6,100.9980316,101,0.001968437
0,4.68,863.83,1042402.07,1055,1201,0.010003,0.7436,0.099084,0.048245,0.752545,0.112271,2256,118.445765,119.0002304,0.554465427
0,19.62,0,58.85,3,1,101,101,101,0.129187,51.493024,33.665988,4,100.9979647,101,0.002035312
0,0,0,2199.47,1,1,0.068168,0.068168,0.068168,0.067548,0.067548,0.067548,2,0.067548058,0.068168058,0.00062
0,5.02,0,15.05,3,2,510.731004,1490.268996,1000.5,0.25174,1938.787431,666.999528,5,2000.998585,2001,0.001414909
0,29241.42,0,58482.85,2,1,0.032037,0.032037,0.032037,0.000591,0.029837,0.015214,3,0.0304279,0.032037,0.0016091
0,1.27,45855.8,458570.73,10,10,0.058238,2.221662,0.897518,0.056978,2.220822,0.896674,20,8.9667354,8.9751774,0.008442
0,12.12,4530.86,95402.6,21,21,0.427324,20,3.695417,0.426905,19.99958,3.694997,42,77.59493607,77.60375608,0.008820006
0,24.71,1460.63,181186.43,121,122,0.412892,45.06,25.291005,0.411611,45.058719,25.499089,243,3085.389803,3085.502636,0.112833
0,0,0,3.2,1,1,193.311068,193.311068,193.311068,193.310228,193.310228,193.310228,2,193.3102278,193.3110678,0.00084
0,19.43,0,58.28,3,1,101,101,101,24.798136,46.095797,33.666149,4,100.998446,101,0.001554
0,1.27,27.71,57.95,2,2,0.1,2.5,1.3,0.09895,2.49895,1.29895,4,2.5979,2.6,0.0021
0,30.53,0,152.65,5,1,2.202158,2.202158,2.202158,0.009,2.2,1.7398,6,8.699,2.20215811,-6.49684189
0,105.32,1.23,318.42,3,2,21.813239,79.186761,50.5,19.852158,59.621446,33.666179,5,100.9985356,101,0.001464437
0,13.12,1035.54,12597.07,13,12,0.23,11.843934,3.331984,0.039,11.84,3.074385,25,39.967,39.983811,0.016811
0,0,8655.23,1081904.15,0,125,0,0.402418,0.186779,0,0,0,126,0,23.34742062,23.34742062
0,4.09,3414.01,372568.62,108,109,0.029868,2.995,0.240723,0.09798,2.986667,0.241558,217,26.08824139,26.23879233,0.150550938
0,4480.98,6747.94,321316.42,19,35,0.05,200,31.38958,0,300,44.539474,54,846.25,1098.635294,252.3852944
0,34.48,2715.16,978930.55,279,357,0.032257,126,7.910058,0,151.999295,10.200797,636,2846.022258,2823.890579,-22.13167886
0,16.92,0,50.75,3,1,101,101,101,0.808789,72.041469,33.666149,4,100.998446,101,0.001554
0,160.29,0.17,320.92,2,2,38.886024,62.113976,50.5,40,60.999016,50.499508,4,100.9990158,101,0.000984218
0,0,3842.75,276678.25,0,72,0,5.093936,0.945148,0,0,0,73,0,68.05066397,68.05066397
0,21.43,0,64.3,3,1,101,101,101,2.639262,76.394034,33.666149,4,100.998446,101,0.001554
0,296.32,4193.85,416310,117,91,0,250,14.307116,0,262.651681,11.127107,208,1301.871506,1301.947569,0.076063732
0,23.98,0,71.95,3,2,6.791993,94.208007,50.5,3,57.632586,33.666151,5,100.9984519,101,0.001548055
0,0,0,14.1,1,1,7.99,7.99,7.99,7.989496,7.989496,7.989496,2,7.989496,7.99,0.000504
0,4228.91,12388.64,533009.57,3,42,0.00907,1.000315,0.165851,0.1,6.358,2.200368,45,6.60110496,6.965738706,0.364633746
0,24.93,1930.23,5915.37,5,3,0.136158,0.632923,0.317304,0.12,0.454813,0.189963,8,0.94981273,0.95191275,0.00210002
0,20236.24,14490.48,1011082.6,7,60,0.0003,0.143,0.082297,0,3.685592,0.704949,67,4.93464475,4.937825872,0.003181122
0,3746.8,38009.72,550328.33,15,13,0.010874,23.229247,8.122233,0,22.040866,6.938764,28,104.0814631,105.5890319,1.507568804
0,0,64183.82,192551.47,0,3,0,1,0.666667,0,0,0,4,0,2,2
0,1883.28,75058.23,315299.18,8,4,0.18,10.5,2.9975,0.19748,4,1.497132,12,11.97705998,11.99,0.01294002
0,16.01,0,64.03,4,1,101,101,101,3,76.753755,25.249475,5,100.9979,101,0.0021
0,19.94,7463.48,329190.57,40,44,0.944287,505.52419,31.586474,0.929287,505.520833,34.816429,84,1392.657176,1389.804853,-2.8523231
0,0,709.78,418772.6,0,590,0,138.22,1.264267,0,0,0,591,0,745.917795,745.917795
0,6.71,105100.03,315320.22,3,3,1,120.486,42.107897,0.998872,120.485013,42.104842,6,126.3145246,126.3236912,0.00916656
0,0,1813.77,217652.07,0,120,0,1.278046,0.56735,0,0,0,121,0,68.08204449,68.08204449
0,39.35,372.03,539238,1205,1322,0.08624,2.205,0.871648,0.497396,11.166113,0.955097,2527,1150.892209,1152.319097,1.426887601
0,2.73,39069.62,351651.15,9,9,8.75,150,91.397466,8.749151,149.999294,91.396636,18,822.5697205,822.5771978,0.007477283
0,25.48,0.23,76.92,3,2,28.540031,72.459969,50.5,0.133339,51.624246,33.666163,5,100.998488,101,0.001512
0,15.88,394.63,563075.85,1363,1372,0.011071,27,0.278498,0.002448,26.996643,0.277128,2735,377.7253501,382.098638,4.373287933
0,5.03,3659.56,43975.07,12,12,1,12,8.872488,0.998684,11.99938,8.871771,24,106.4612564,106.4698565,0.00860007
0,163.78,0,327.57,2,1,101,101,101,1,99.999016,50.499508,3,100.9990158,101,0.000984218
0,163.56,0.6,328.32,2,2,39.600272,61.399728,50.5,0.032125,100.966891,50.499508,4,100.9990158,101,0.000984218
0,0,0.62,6173.43,1,9999,0.023951,284.199398,6.008009,12000,12000,12000,10000,12000,60074.08233,48074.08233
0,0,2338.02,226788.12,0,97,0,0.820127,0.395104,0,0,0,98,0,38.3251364,38.3251364
0,0,1636.02,229043.03,0,140,0,38,0.977635,0,0,0,141,0,136.868965,136.868965
0,22550.24,969.74,525443.65,23,7,0.189148,36.00575,9.155259,0,42.5,6.526957,30,150.12,64.08681238,-86.03318762
0,0,0,264.83,1,1,0.2,0.2,0.2,0.19938,0.19938,0.19938,2,0.19938,0.2,0.00062
0,0,1714.65,198899.82,0,116,0,0.467149,0.210917,0,0,0,117,0,24.46637643,24.46637643
0,1.24,0.07,3.87,3,2,959.842976,1041.157024,1000.5,0.137851,1058.149462,666.999528,5,2000.998585,2001,0.001414909
0,0,2455.55,198899.82,0,81,0,67.515615,12.247383,0,0,0,82,0,992.0380295,992.0380295
0,25150.52,11008.9,989189.97,3,83,0.0003,0.156296,0.095369,0.113967,6.949385,2.637948,86,7.913845247,7.915615247,0.00177
0,107.23,0.54,322.78,3,2,19.585603,81.414397,50.5,0.246857,99.916418,33.666179,5,100.9985356,101,0.001464437
0,8.11,4248.69,140474.65,33,33,2,1315.55381,138.592388,1.999559,1315.553369,138.591893,66,4573.532465,4573.54881,0.016345176
0,111.63,2714.36,643990.45,225,228,0.112963,1.448235,0.456251,0.112543,3.050399,0.461915,453,103.9308205,104.0253415,0.094521
0,0.88,3029.31,15150.92,5,5,0.2,0.66,0.401587,0.19916,0.65916,0.400747,10,2.00373271,2.00793271,0.0042
0,0,0,37.23,1,1,0.2997,0.2997,0.2997,0.299196,0.299196,0.299196,2,0.299196,0.2997,0.000504
0,6064.46,775.03,267538.82,16,220,0.001493,0.219151,0.101906,0.2,8,1.400945,236,22.41512525,22.41937807,0.004252818
0,0,3263.35,283911.55,0,87,0,0.469651,0.225746,0,0,0,88,0,19.63990523,19.63990523
0,64.3,2518.5,587205.53,202,228,0.250537,4.992595,1.202771,0.49781,5.664587,1.356666,430,274.0466227,274.2317486,0.185125928
0,2.86,1373.88,2753.47,2,2,0.04885,0.048867,0.048859,0.048378,0.048426,0.048402,4,0.096804519,0.097717155,0.000912636
0,118.76,7937.77,836928.67,96,104,0.010493,12.538761,1.059137,0.802525,12.537561,1.145166,200,109.9359459,110.1502933,0.214347393
0,1.86,0,9.28,5,2,942.951953,1058.048047,1000.5,0.001078,1101.620114,400.199528,7,2000.997642,2001,0.002358181
0,34640.21,16607.53,135710.52,2,4,0.009531,7.676031,3.397129,6,7.588055,6.794027,6,13.58805455,13.58851655,0.000462
0,2.07,2567.15,20553.75,8,8,4,15,6.554445,3.99958,14.999443,6.553949,16,52.43159556,52.43555909,0.00396353
0,36532.41,5620.65,340033.02,9,2,0.01,0.01,0.01,0,0.014587,0.001621,11,0.014587436,0.02,0.005412564
0,5755.09,12181.63,119801.93,6,7,4.985041,80,25.926132,4.984505,79.999559,30.246598,13,181.479587,181.4829207,0.003333708
0,12369.07,13881.74,342505.57,3,22,0.01,4.995,0.424472,1.133992,7.062099,3.11238,25,9.337140808,9.33838684,0.001246032
0,0,0,196.07,1,1,4,4,4,3.99958,3.99958,3.99958,2,3.99958,4,0.00042
0,1.61,0.17,5.17,3,2,941.632067,1059.367933,1000.5,1.089483,1355.160729,666.999528,5,2000.998585,2001,0.001414909
0,0,19257.51,770300.32,0,40,0.04901,0.201057,0.117161,0,0,0,41,0,4.686442109,4.686442109
0,0,4279.52,8559.05,0,2,0.027,5,2.5135,0,0,0,2,0,5.027,5.027
0,3.52,19118.15,38243.33,2,2,3.832082,100,51.916041,3.83161,99.99958,51.915595,4,103.8311905,103.8320821,0.000891636
0,5.15,3700.52,322394.1,87,87,0.100086,0.615617,0.114668,0.091932,0.614567,0.113535,174,9.87752,9.9761533,0.0986333
0,22.09,0,66.27,3,1,101,101,101,0.01334,56.240494,33.666149,4,100.998446,101,0.001554
0,2050.4,679.91,488939.05,199,119,0,400,12.970894,0,399.25,7.765469,318,1545.3284,1543.536405,-1.791995123
0,0.98,0.68,4.28,3,2,423.42256,1577.57744,1000.5,5,1870.469089,666.999528,5,2000.998585,2001,0.001414909
0,2.19,0,4.38,2,1,1423,1423,1423,268.535869,1154.463188,711.499528,3,1422.999057,1423,0.000943273
0,65.63,3591.7,329159.2,90,90,0.773242,8.995,1.263355,0.772772,8.99152,1.262664,180,113.6397983,113.7019708,0.06217257
0,4275.36,10813.3,40990.62,2,3,0.019141,0.924291,0.325321,0.05123,0.923851,0.48754,5,0.975081,0.97596371,0.00088271
0,23.04,0,69.13,3,1,101,101,101,2,59.437845,33.666149,4,100.998446,101,0.001554
0,3.57,66187.11,330949.83,4,5,0.011649,5.999538,2.763317,1.081541,5.998338,3.450405,9,13.80161865,13.8165835,0.014964848
0,0,266.92,229013.67,0,858,0,24.229077,3.604257,0,0,0,859,0,3092.452215,3092.452215
0,8969.36,132219.55,723883.25,7,5,0.0688,8.08,3.299829,0.25,6.8169,2.3547,12,16.4829009,16.49914564,0.016244741
0,13.36,354.88,659012.85,1700,1793,0.819283,539.162751,4.239846,0.818863,539.162331,4.471371,3493,7601.330192,7602.044213,0.714021
0,163.06,0.5,327.12,2,2,5.026049,95.973951,50.5,0.044024,100.954992,50.499508,4,100.9990158,101,0.000984218
0,2758.09,5817.25,573595.73,54,73,0.01521,90.783122,2.70038,0,140.981442,3.649923,127,197.0958222,197.1277182,0.031895968
0,1.77,0.41,6.12,3,2,434.001122,1566.998878,1000.5,0.125418,1902.141658,666.999528,5,2000.998585,2001,0.001414909
0,162.57,0.21,325.57,2,2,34.503324,66.496676,50.5,0.68,100.319016,50.499508,4,100.9990158,101,0.000984218
0,15513.74,1016.27,173699.93,11,3,0.10878,59.995,36.70126,0,60,13.644309,14,150.0873958,110.1037801,-39.9836157
0,0,1671.72,198934.83,0,119,0,1.15322,0.507942,0,0,0,120,0,60.44515642,60.44515642
0,193.23,673.53,976677.5,4664,112,0.000614,70,23.33074,0,78,1.345006,4776,6273.107141,2613.042827,-3660.064314
0,32.51,0,65.02,2,1,101,101,101,19.966849,81.032101,50.499475,3,100.99895,101,0.00105
0,9194.01,4617.62,584211.45,54,19,0.002991,7.001,1.519414,0,9.8,0.513259,73,27.716,28.86885821,1.15285821
0,687.23,133234.16,267842.77,2,2,0.5,1.985,1.2425,0.498629,1.983559,1.241094,4,2.48218758,2.485,0.00281242
0,4.41,0.07,13.37,3,2,912.844919,1088.155081,1000.5,0.012606,1632.123724,666.999528,5,2000.998585,2001,0.001414909
0,27285.64,2620.22,201480.33,7,4,0.045359,0.617573,0.274617,0,0.3,0.15629,11,1.094030959,1.09846778,0.004436821
0,0,26153.11,130765.53,0,5,0.495,72.995,42.494,0,0,0,5,0,212.47,212.47
0,164.27,0,328.53,2,1,101,101,101,0.1,100.899016,50.499508,3,100.9990158,101,0.000984218
0,0,91.06,910557.38,0,9999,0,0.1,2.40E-05,0,0,0,10000,0,0.243389089,0.243389089
0,0,0,82155.57,1,1,0.145868,0.145868,0.145868,0.145574,0.145574,0.145574,2,0.145574456,0.14586847,0.000294014
0,20.13,28987.35,174024.75,5,6,0.128433,1.000203,0.854822,0.998492,1.127033,1.024606,11,5.12303042,5.128934664,0.005904244
0,159.05,5.4,328.9,2,2,39.455397,61.544603,50.5,0.174486,100.824488,50.499487,4,100.9989738,101,0.001026218
0,507.61,7229.58,229577.68,25,30,0.000123,1.002856,0.957879,0.716106,3.00025,1.148398,55,28.70995907,28.73638021,0.026421141
0,15.25,56640.69,453247.53,8,8,0.197,36.979672,9.209608,0.196663,36.978928,9.208998,16,73.67198722,73.67686781,0.004880594
0,2.87,210.53,637.33,2,3,0.1,12.5,7.1,0.09938,21.19958,10.64948,5,21.29896,21.3,0.00104
0,3876.19,7249.82,107886.43,11,9,0.089,24.56441,6.304369,0.005,39,4.314806,20,47.46286196,56.73932333,9.276461367
0,1269.9,1042.43,332669.75,51,257,0.012802,0.268727,0.135107,0.015151,3.745802,0.680401,308,34.70042686,34.72237186,0.021945
0,0,11564.34,1006097.62,0,87,0,19,3.142793,0,0,0,88,0,273.423,273.423
0,4142.32,27334.24,295716.05,12,9,0.03,7,1.157254,0,8.999389,0.866915,21,10.40297769,10.41528471,0.012307025
0,164.01,1.23,330.47,2,2,49.358545,51.641455,50.5,0.006351,100.992664,50.499508,4,100.9990158,101,0.000984218
0,25852.19,2994.35,288458.97,10,10,0.12,300,72.771899,0.11958,299.99958,79.87127,20,798.7126989,727.7189891,-70.99370977
0,1.47,0.51,6.9,4,2,555.519956,1445.480044,1000.5,0.001078,1563.212697,500.249528,6,2000.998113,2001,0.001886545
0,34793.92,0,278351.38,8,0,0,0,0,0,0.007123,0.001008,8,0.00806646,0,-0.00806646
0,21.52,0,64.57,3,1,101,101,101,0.99,53.846951,33.666149,4,100.998446,101,0.001554
0,1.88,0,5.65,3,2,100.908512,1900.091488,1000.5,0.005,1488.594101,666.999528,5,2000.998585,2001,0.001414909
0,0,3882.21,112584.17,0,29,0,122.36,55.688793,0,0,0,30,0,1614.975,1614.975
0,126.91,2324.16,962892.12,390,393,0.153485,127.920291,1.461288,0.00958,127.919871,1.472109,783,574.1225346,574.2863556,0.163821005
0,40824.57,0,163298.27,4,0,0,0,0,0,0.007123,0.001781,4,0.00712304,0,-0.00712304
0,0,0,284789.62,1,1,6.704341,6.704341,6.704341,6.703921,6.703921,6.703921,2,6.70392091,6.70434091,0.00042
0,0,22.43,224262.65,0,9999,0,750,0.618268,0,0,0,10000,0,6182.058684,6182.058684
0,0,2389.1,291470.43,0,122,0,0.519099,0.215652,0,0,0,123,0,26.30955478,26.30955478
0,71368.89,29524.85,789944.23,9,5,0.1,200,64.099002,0.206786,100,35.610066,14,320.4905968,320.49501,0.00441315
0,1915.27,2766.16,655650.78,299,30,0.126856,111.118539,19.563769,0,80,2.449361,329,732.3590528,586.9130601,-145.4459927
0,113.06,2677.31,401812.97,144,144,0.200116,1.040161,0.23435,0.199696,1.039741,0.23393,288,33.6858909,33.74639191,0.06050101
0,2229.96,13369.46,398884.75,17,27,0.061499,0.116478,0.101103,0.065175,0.744969,0.160069,44,2.72117124,2.72978225,0.00861101
0,4211.31,40017.95,478078.32,28,9,0.015,1,0.310382,0,1.231404,0.090847,37,2.54371703,2.79344133,0.2497243
0,31302.04,31174.66,406162.23,7,6,2.998791,95.231442,28.012415,0,0.5,0.144543,13,1.0118024,168.0744892,167.0626868
0,1405.62,11709.93,246394.77,42,16,0.00154,10.23932,1.232348,0,10.239878,0.472794,58,19.85735454,19.71757345,-0.13978109
0,953.88,1999.2,1290177.45,116,590,0.010048,4.983379,0.251807,0,10.157095,1.288711,706,149.4904358,148.5659374,-0.924498427
0,0,2416.77,4833.53,0,2,0.545,2.045949,1.295474,0,0,0,3,0,2.5909487,2.5909487
0,3.62,0,10.87,3,2,483.534561,1517.465439,1000.5,0.753976,1940.377004,666.999528,5,2000.998585,2001,0.001414909
0,5718.77,8471.74,797847.33,61,53,1,199,27.169528,0,330.941999,30.769222,114,1876.922571,1439.985,-436.9375713
0,17.3,0,51.9,3,1,101,101,101,25,40.50131,33.665988,4,100.9979647,101,0.002035312
0,16.92,0,50.75,3,1,101,101,101,0.99895,54.136452,33.666149,4,100.998446,101,0.001554
0,9.81,9864.92,335740.87,34,34,0.108,40,7.577323,0.103769,39.999195,7.575679,68,257.5730988,257.6289828,0.055883939
0,63087.18,287.58,189836.72,3,2,0.095,0.195,0.145,0.000366,0.287704,0.096165,5,0.288496201,0.29,0.001503799
0,2,0,7.98,4,2,511.528899,1489.471101,1000.5,0.001078,1475.019961,500.249528,6,2000.998113,2001,0.001886545
0,4.17,5130.87,30810.22,6,6,0.005,13.28167,3.224342,0.004522,13.28125,3.223885,12,19.34331103,19.34605,0.002738968
0,0,0,55.78,1,1,20.009559,20.009559,20.009559,20.008512,20.008512,20.008512,2,20.00851204,20.009559,0.001046957
0,0,22678.02,226780.17,0,10,0,324.025,38.1085,0,0,0,11,0,381.085,381.085
0,1237.6,3436.98,1067461.27,124,266,0.000694,51.931598,1.520553,0,40,3.628974,390,449.9927809,404.4669764,-45.52580451
0,6076.93,12888.73,485362.43,12,32,0.002,5.045,1.223311,0,15.30408,5.700593,44,68.40711283,39.145937,-29.26117584
0,0,6237.1,274432.57,0,44,0,1.172264,0.958275,0,0,0,45,0,42.16410715,42.16410715
0,5.06,1768.96,54128.18,9998,2,2,100,51,0.095013,14.971483,2.596055,10000,25955.35742,102,-25853.35742
0,1.98,8788.53,35162.07,4,4,0.891016,7.253004,2.613418,0.890545,7.252563,2.612966,8,10.45186462,10.45367001,0.001805388
0,107.51,0.29,323.1,3,2,41.709633,59.290367,50.5,6.954,53.858295,33.666157,5,100.9984698,101,0.001530218
0,19.72,0,59.15,3,1,101,101,101,11.465655,45.38084,33.666149,4,100.998446,101,0.001554
0,2.19,5034.48,20146.68,4,4,0.1,20,7.549477,0.09915,19.999283,7.548828,8,30.19531357,30.19790619,0.002592615
0,164.78,0.21,329.98,2,2,26.66629,74.33371,50.5,0.75,100.248974,50.499487,4,100.9989738,101,0.001026218
0,3.76,0,11.28,3,2,918.894883,1082.105117,1000.5,7,1589.337045,666.99939,5,2000.998169,2001,0.001830667
0,3.64,13706.36,1137929.62,83,83,0.2,3,0.997229,0.199349,2.99904,0.996562,166,82.71468083,82.77,0.055319167
0,1018.81,6.29,3075.3,3,3,0.01,5,3.332667,0.001,9.986118,3.332226,6,9.996677,9.998,0.001323
0,1226.4,1306.92,332106.65,128,134,0.007162,0.104771,0.051923,0.00674,0.36945,0.053839,262,6.891364181,6.957671134,0.066306953
0,0,0,428,1,1,10,10,10,9.99938,9.99938,9.99938,2,9.99938,10,0.00062
